gene,importance,rank
PRSS23,0.013993336553236476,1
EMP2,0.013040434230645841,2
HNRNPC,0.01054081284477899,3
PTPRF,0.010385278165349324,4
TFRC,0.0094065474404372,5
FLNA,0.0074404750600450195,6
PTGDS,0.007429462345845638,7
RPL35,0.00722239724624912,8
MT1G,0.0069269739807191,9
RPLP2,0.006896161718876527,10
IFITM3,0.00681940059642745,11
MUC1,0.006691504998069662,12
APOL1,0.006545853798766303,13
ANPEP,0.006403614503042358,14
USF2,0.006113847581085485,15
PDIA4,0.006083365154515097,16
EEF1G,0.005677279658859927,17
JUNB,0.005542837455668902,18
TXNIP,0.005532784182962008,19
KRAS,0.00534705588831104,20
CHI3L1,0.005337091489185411,21
PKM2,0.0053281904480063,22
EEF1D,0.005156874921154868,23
C12orf35,0.005014085787728422,24
RPS8,0.005011914740580014,25
RPS21,0.005005487099776246,26
EIF3CL,0.00482019661746988,27
TMEM123,0.004775527687167283,28
CAPNS1,0.004748113323041064,29
GLUL,0.004620085924980641,30
YWHAQ,0.0044779701956301635,31
IGF2,0.004474040991203954,32
SLPI,0.004466469744850563,33
RPS29,0.004376918889483042,34
RPS12,0.004309241445051463,35
TUBA1B,0.0042991730931328034,36
RPN1,0.004259252736731059,37
MSN,0.004249362715552285,38
IGFBP2,0.004243121673308777,39
XBP1,0.004214647729717203,40
YBX1,0.004206497628036923,41
AP2M1,0.004198059796474076,42
SLC25A3,0.004184915324732791,43
SPP1,0.004178696341208852,44
HLA-DQB1,0.004118061976428055,45
MSLN,0.0041117157246580265,46
DUSP1,0.004055549046834357,47
IGFBP4,0.004009643797569777,48
SNRPD2,0.004004117311510211,49
KRT8,0.0039801233414046115,50
CYR61,0.0039477037342701,51
IGJ,0.00393860146038576,52
GAPDH,0.0038163170254383125,53
MMP11,0.0038062672060063855,54
RPSAP58,0.003771887814634481,55
HDLBP,0.003741801479134724,56
MX1,0.003738085515513024,57
CRABP2,0.00361785828551442,58
ITGB1,0.0035331772929451926,59
RPL13,0.0034816358326750924,60
CAPS,0.0034644319915940213,61
APP,0.00346206410543989,62
PAX8,0.00345151500704555,63
HP,0.0034275040610835306,64
SCGB2A1,0.0034101383998747107,65
PTMA,0.0032668294966837477,66
FOLR1,0.0032606915536895526,67
RPL32,0.0032531155313360073,68
RPS23,0.0032148550551571514,69
CRIP1,0.0032084914526158905,70
BHLHE41,0.0032060684020392698,71
DNAJB1,0.003193998009607236,72
TAPBP,0.0031817196266026217,73
LAPTM4A,0.0031477578462670384,74
NOTCH2,0.0030893995318953434,75
FTH1,0.003089131633012603,76
HDGF,0.0030633338396828624,77
PRDX1,0.0030259524817210486,78
ANXA2,0.002979681643683243,79
HMGN2,0.0029734303089857562,80
RPS3A,0.002964316724633934,81
NDRG1,0.002952002692302658,82
B2M,0.0029465271061169807,83
HLA-DRB1,0.0029455850126930616,84
NME2,0.0029451308221092407,85
KLK6,0.0029266005439109555,86
STRAP,0.002904122995454177,87
GANAB,0.002894946504181535,88
AGRN,0.0028483686828529235,89
ITM2C,0.0028420590208069006,90
CTSB,0.0028357456492624175,91
LAMA5,0.0027893841785324226,92
KLK5,0.0027669273445515975,93
RPL4,0.002763041625285167,94
UBA52,0.0027372957587481882,95
DSP,0.0027172196600789276,96
LRIG1,0.0027123734400023593,97
S100A4,0.0027053914471369916,98
MEST,0.0026784816425311922,99
PFN1,0.0026752017914508123,100
ERGIC3,0.002674569853778287,101
RPL31,0.0026641822786128903,102
LRP1,0.0026264103170556843,103
CRIP2,0.0026235529097906325,104
BST2,0.002606382741837955,105
UBA1,0.0025960992284410635,106
PEG10,0.0025588644716985098,107
KRT7,0.0025483104414901303,108
PCBP2,0.0025460037288064204,109
IFI6,0.0025254123412452147,110
C1S,0.0025149755236828046,111
PABPC1,0.002513167187736293,112
JUP,0.0025115531267976793,113
RPL37A,0.0025032454253155526,114
STMN1,0.002497798309443518,115
RPS5,0.0024829387663964685,116
RPL5,0.0024617453028226433,117
NOTCH3,0.002447543796942198,118
SLC40A1,0.0024358172072349543,119
BMS1P20,0.0024268734969292247,120
COL18A1,0.0024162548023709983,121
MYL6,0.0024135943340769777,122
EIF1,0.002410337376523269,123
RPL13A,0.0024083044591708858,124
MAL2,0.002399212155326267,125
SERPINH1,0.002397544551186105,126
ATP5G3,0.0023729863580412816,127
HSPA1A,0.0023674770066851834,128
HLA-DRB5,0.0023659455461726444,129
CLIC1,0.002353332827874284,130
ST14,0.0023531115194391156,131
SPARC,0.0023521614943767116,132
CLDN1,0.002347102221051552,133
RPL18,0.002338226558673722,134
S100A11,0.0023341701984688043,135
TACSTD2,0.0023337709479922587,136
FAM60A,0.0023195162615409722,137
AMY1A,0.002318868484155236,138
RPS4X,0.0023180270097143247,139
FOSB,0.0023099581291654305,140
RBM3,0.0023004186346936937,141
ARL6IP1,0.002297372017931451,142
C1R,0.0022969124161204006,143
COL3A1,0.002295958190657786,144
LYPD1,0.0022850526613913584,145
SYNGR2,0.002277280748861789,146
H1F0,0.0022634669329221163,147
PODXL,0.002261277282356132,148
CTGF,0.0022598209079325755,149
IFITM2,0.0022536581336992014,150
RPS25,0.0022463425865042216,151
RPS19,0.0022397625975626593,152
LAMC1,0.002229362443161845,153
HSPA8,0.0022248843692360956,154
S100A1,0.002217684905951866,155
NOTUM,0.0022099727292328422,156
NCL,0.0022030612191191613,157
MUC16,0.0021863128934315906,158
FN1,0.0021819931714443597,159
PRKCSH,0.0021672335746871787,160
RNASE1,0.002160961372383659,161
COL1A1,0.0021504387314065323,162
HLA-DPA1,0.002148523078024163,163
EPCAM,0.0021452243377320847,164
KIAA1522,0.0021372625722748937,165
TIMP1,0.002134740360564018,166
HSP90AB1,0.0021310787854343493,167
BTF3,0.0021143700072491093,168
FOXP4,0.002102932553996152,169
MYL9,0.002102039602027522,170
PLEC,0.002091255026985967,171
RPL3,0.002090505272046945,172
MMP7,0.002081727658102502,173
ACTA2,0.0020790588116672204,174
COL6A3,0.002074561019335635,175
S100A6,0.0020735748001904516,176
CEL,0.002071662545897409,177
HLA-B,0.002064130597130322,178
TNFSF10,0.002053609606043241,179
HSPD1,0.002038628767590321,180
PLD3,0.002036429393956198,181
SCNN1A,0.0020259886597617763,182
PDIA6,0.0020242753216180576,183
LMNA,0.00202331697011495,184
UBA2,0.0020090225432877846,185
RPL23A,0.0020088144261400445,186
ALPPL2,0.0019882432113789397,187
HLA-E,0.0019873011766523454,188
DSG2,0.001983013880046359,189
CANX,0.0019785387962103365,190
RPS15A,0.0019719149904411874,191
FSTL1,0.001968546206290234,192
EIF4G1,0.001966880921229998,193
COL12A1,0.0019574099621451875,194
FOS,0.0019516014333674885,195
ITGB4,0.0019506663308907143,196
UBC,0.0019385836074159173,197
PKN1,0.0019354579105606373,198
RPL36,0.0019204785859768003,199
GRN,0.0019189774981919693,200
TAGLN,0.0019182631602915209,201
APEX1,0.0019021609467584628,202
SPINT2,0.0018959305543914207,203
OAZ1,0.00189573462799664,204
RPL17,0.0018851503535144165,205
SLC2A1,0.0018755284891144718,206
EEF1A1P9,0.0018728649693751094,207
ACTN4,0.0018701058641022827,208
A2M,0.0018681663748455527,209
GAS6,0.0018581496514044548,210
IGFBP3,0.0018534943895267186,211
CALM2,0.0018444351874897546,212
CYC1,0.0018426561129361312,213
RPL8,0.0018392254729768923,214
CD59,0.0018349519215399982,215
THY1,0.0018304612840295642,216
AEBP1,0.0018209035317119555,217
RPS24,0.0018175643415926756,218
PPIB,0.001810073231199149,219
COL6A1,0.001806076535262167,220
EIF4A1,0.001797715437395504,221
CMTM6,0.00178997940283562,222
LTF,0.0017851148958379442,223
SPON1,0.0017803801175277603,224
RPL19,0.001771788870868889,225
RPS13,0.0017688887152707282,226
IGFBP7,0.0017638582236163024,227
ERBB2,0.0017598127745230689,228
EEF2,0.001749484560890402,229
EIF4B,0.001748680701072044,230
ZFP36L1,0.0017452471163176835,231
TUBB,0.0017447038309203492,232
SAT1,0.0017439073362862708,233
DCN,0.0017360199697220586,234
HSP90B1,0.0017290770177248076,235
LTBP4,0.001727993181024435,236
HMGA1,0.0017200524693891188,237
NEAT1,0.0017173884465725231,238
ISG15,0.0017153724797103974,239
RPL10,0.0017148432323424237,240
HLA-A,0.0017026865732597735,241
ACTB,0.0016996830997731839,242
NAP1L1,0.001681357534177376,243
CSRP1,0.0016784576496295608,244
ATP6V1B1,0.001677733594277524,245
PLXNB2,0.00167473275386634,246
VTCN1,0.001668925883363941,247
PEA15,0.0016662544815505248,248
SST,0.001663308195113485,249
RPL7A,0.0016584945449943486,250
LAPTM4B,0.001643914772218373,251
PPT1,0.0016347378076121408,252
NUMA1,0.0016309523554000503,253
CD81,0.0016291341642203588,254
RPL34,0.0016209920776767625,255
GRINA,0.0016166951395064336,256
FBL,0.0016116080772294616,257
RPS27A,0.0016071931788330751,258
PQBP1,0.0016063984251067232,259
RPL23,0.0016024619968748929,260
ECH1,0.0015948245991081814,261
GSN,0.001594356111836358,262
SLC44A2,0.0015908239098253098,263
NDUFS5,0.0015907034793293771,264
NPM1,0.0015830261743955633,265
LDHB,0.0015817836004231244,266
EIF4A2,0.0015813102718195506,267
STAT1,0.0015783158917528108,268
SQSTM1,0.0015771556566728639,269
H3F3B,0.0015717362813237976,270
LGALS1,0.0015644465784002562,271
HLA-DRA,0.0015484779224061698,272
PAM,0.001544279287290913,273
RPSA,0.0015430167647879477,274
BGN,0.0015372459869536404,275
CYP4B1,0.0015334183405421608,276
PPP1R1B,0.0015184470355443438,277
TPT1,0.0015156407936548428,278
COL5A2,0.0015131739925632669,279
S100A16,0.0015123917837580872,280
RPL29,0.0015120051150208035,281
MGP,0.0015102477949111256,282
CFB,0.0014920379302746523,283
CD24,0.001477318233395554,284
RPS9,0.0014736481463951312,285
RPL15,0.0014710552942649533,286
CAP1,0.0014655074834468399,287
MDK,0.001451870557830833,288
DHCR24,0.001451065258361526,289
PDIA3,0.0014504725357259761,290
RPS3,0.0014438231651905883,291
HSP90AA1,0.0014418631224808616,292
SERPING1,0.0014316412831126626,293
RPL27A,0.0014246552816789134,294
SRRM2,0.0014162116275440932,295
RPS16,0.0014114378196443628,296
CTSD,0.0014108773922495604,297
APOE,0.0013997792771486394,298
RPL26,0.0013956635873780372,299
CD9,0.0013943760044378565,300
SLC38A2,0.0013924013730055812,301
ALDOA,0.0013719872474614143,302
S100A13,0.0013711100403087863,303
MAGED2,0.001360683787965786,304
FTL,0.0013598614637442903,305
IFI27,0.0013388525925565992,306
SLC25A5,0.0013387976074404637,307
RPL30,0.0013219537088626726,308
IER2,0.001321861464528165,309
MYL12B,0.001317743951189417,310
TMBIM6,0.0013153569037903546,311
NPC2,0.001315126830445264,312
EIF3L,0.001307948711882075,313
MMP2,0.00129770546318257,314
DPYSL3,0.00129762338992919,315
RPS14,0.0012946974228697698,316
RPLP1,0.00129432178593777,317
IFITM1,0.0012688239616510859,318
CD74,0.001258067021385881,319
ELF3,0.0012405447883015509,320
ANXA1,0.0012349880801706974,321
ITGA3,0.0012332416417110243,322
SNRNP200,0.001232542946854388,323
COL1A2,0.0012317596083702286,324
KRT19,0.0012260740382321793,325
TAGLN2,0.0012248311451289614,326
LCN2,0.0012234266440463843,327
SERPINA5,0.0012210051140332965,328
MYH9,0.0012183187552021475,329
TM4SF1,0.0012157944424045178,330
AHCY,0.0012138823771146716,331
CD63,0.0012132066510118478,332
UQCRFS1,0.001209832397021183,333
NDUFB11,0.0012057712136947453,334
AHNAK,0.0012045796407088992,335
C4A,0.0012038011534395532,336
BCAT1,0.0012001343680116455,337
KLK7,0.0011989273539708583,338
CDK16,0.0011858964828983685,339
SOD2,0.001183592936762826,340
RPL10A,0.0011786175030043102,341
TMSL3,0.0011761393117960986,342
TRAM1,0.001175712754066258,343
THBS2,0.0011673570403052944,344
CALR,0.0011664109524895123,345
CTNNB1,0.0011655702624605352,346
JUN,0.0011549052030772745,347
COX6B1,0.001151037258119528,348
ODC1,0.001148412885819685,349
RPS6,0.001146511536911467,350
CCND1,0.001144179895346254,351
RPS11,0.0011291121975427608,352
SLC34A2,0.0011248646246640947,353
TRIM28,0.0011151103821954666,354
TMEM59,0.0011060335863540408,355
ENO1,0.0011022758437347294,356
ATP5B,0.0011011919113540366,357
TGM2,0.001090374636667357,358
EIF3E,0.001076384250194136,359
HSPB1,0.0010760216582943705,360
MCL1,0.0010723774854372575,361
TIMP2,0.0010691072214049568,362
GRB7,0.0010655689016403366,363
H19,0.001044573681120376,364
ATP5G2,0.0010427721854753685,365
RPLP0,0.001039576526651727,366
NACA,0.0010319844384362195,367
SULF1,0.001028833764454585,368
XIST,0.0010179170105821882,369
LUM,0.0010157850567667456,370
ACTG1,0.001015329800126733,371
YWHAZ,0.0010144432140979343,372
PHB2,0.001008576489665629,373
RPL28,0.001000495165602467,374
LSR,0.0009980810303011334,375
TGFBI,0.0009924558490622432,376
EEF1A1,0.0009912234535176905,377
THBS1,0.0009723236265818357,378
MMP14,0.0009722252310783195,379
COL6A2,0.0009713503540058192,380
RPS18,0.0009612693308225334,381
TIMP3,0.0009501415465438961,382
WFDC2,0.0009421611202241378,383
PSMD3,0.000938177189387242,384
SORL1,0.0009330013100452095,385
CD47,0.0009287681149692765,386
HSPA5,0.0009209766791164897,387
RPL7,0.0009159009141401482,388
KRT18,0.0009144828294407616,389
SPOCK2,0.0008868739432855834,390
APLP2,0.0008796550670851149,391
CLDN4,0.0008737371721651937,392
LGALS3BP,0.0008732976198838896,393
COL4A2,0.0008714599773065617,394
SEPP1,0.0008678494198784448,395
RPL18A,0.0008642631411713925,396
COL5A1,0.0008521442899702153,397
RPL24,0.0008483982183930612,398
GPX1,0.0008480357230690385,399
UBB,0.000844356050050948,400
YWHAE,0.0008389200464101759,401
TPM4,0.000838577831123232,402
CLNS1A,0.0008372061866462765,403
PGK1,0.0008341988605415262,404
PAK1,0.0008340260129269759,405
LYZ,0.0008257790878125232,406
HPN,0.0008217001522006228,407
TNFAIP2,0.0008197380092354336,408
CFL1,0.0008079044124994398,409
CLU,0.0008070798096983598,410
RPS10,0.0008031805950378235,411
RPL37,0.0007996439017129264,412
EGR1,0.0007889237328844886,413
MARCKSL1,0.0007800048705393201,414
KRT5,0.0007673987753896278,415
SERF2,0.0007660237141656284,416
CCT2,0.0007466429685091324,417
ASS1,0.0007439940963161284,418
C7,0.0007410327205205867,419
GPX3,0.0007365819667474279,420
SRP14,0.0007349733314472758,421
ATP5A1,0.0007347929070778801,422
GAS5,0.0007328607994583456,423
NDUFC2,0.0007191951923840726,424
PPP1CB,0.0007143299106390596,425
MYCL1,0.0007123181924323641,426
TUBB2C,0.0006862615025668653,427
NUCKS1,0.0006830106681936704,428
VIM,0.0006773948816665776,429
LDHA,0.0006744594576774265,430
RPL22,0.0006611394142505978,431
KLK10,0.0006492425903759857,432
TSC22D1,0.00064063381515342,433
GPI,0.0006394797048343052,434
EEF1B2,0.0006388993929652744,435
RPL11,0.0006293543128325318,436
OVGP1,0.0006108502501293682,437
HLA-C,0.0006105387834353127,438
CRABP1,0.0006025936900877666,439
GSTP1,0.0006019707875761151,440
RPS7,0.0005958351092541296,441
PRDX2,0.0005928621943361495,442
PTGS1,0.000590845403349154,443
HNRNPA2B1,0.0005579445350489178,444
CPA2,0.0005508595073936733,445
GNAS,0.0005360007790069221,446
TUBA1A,0.0005358441936830913,447
PRDX6,0.0005277303447616812,448
ADAM6,0.0005270914929964827,449
P4HB,0.0005266847672147758,450
ITM2B,0.0005257863186562056,451
ORMDL3,0.000521081203067801,452
TPI1,0.0005150279833829969,453
RPL35A,0.0005105002006825873,454
ATN1,0.00048570033894084993,455
PABPC4,0.0004842595531530547,456
UCP2,0.00048307373328567945,457
HSPG2,0.0004823114322453316,458
RPL6,0.0004812419192821966,459
HLA-DPB1,0.00047894943850106814,460
FAU,0.0004730416548455249,461
ARF1,0.0004644691593719268,462
RPL38,0.0004600876613640737,463
C3,0.00045327273833986956,464
EIF4G2,0.0004523695017250472,465
GNB2L1,0.00043848475972901277,466
RPS20,0.0004366815481918967,467
CSDE1,0.0004295394548322717,468
NCRNA00188,0.00042471547594279097,469
PLP2,0.00041600974880685084,470
CP,0.0003937398664636281,471
PUF60,0.00038889222102161594,472
APOA1,0.0003853085725776136,473
RPL14,0.0003806956795209467,474
SLC25A6,0.0003697273031009583,475
NDUFB9,0.00035947310009619416,476
BCAM,0.00034590397816604756,477
IGFBP5,0.00033378930093931364,478
PSAP,0.0003271538370853749,479
NONO,0.0003240603628480155,480
ATP1A1,0.00032249924140507043,481
MFGE8,0.00031698360698365237,482
DMKN,0.00031261779731751155,483
MIF,0.0003026973322878338,484
BSG,0.0002956864149959739,485
RPS17,0.0002800679350541007,486
IFIT1,0.00027480549859565146,487
EIF3K,0.0002704472550433836,488
COX4I1,0.00026538534583566293,489
TMSB10,0.0002514103820205108,490
RPS2,0.00023736156403741414,491
PTMS,0.0002352396468453636,492
RPL12,0.00020891856459153354,493
LY6E,0.00019168761498257396,494
DLK1,0.00016100521791574167,495
EIF3H,0.00015734430732170513,496
THSD4,0.00011096510299665914,497
RPL41,9.702321014894935e-20,498
ZFP36,0.0,499
RPL27,0.0,500
